1    ,3   ,10                                      ,6                             ,1        ,6        ,3
2    ,3   ,10                                      ,1                             ,2        ,7        ,5
3    ,7   ,12                                      ,2                             ,3        ,3        ,7
4    ,11  ,13                                      ,10                            ,7        ,11       ,11
5    ,11  ,15                                      ,13                            ,9        ,12       ,12
6    ,11  ,16                                      ,14                            ,10       ,14       ,13
7    ,12  ,23                                      ,16                            ,10       ,16       ,13
8    ,14  ,25                                      ,16                            ,12       ,18       ,15
9    ,17  ,28                                      ,19                            ,14       ,19       ,17
10   ,18  ,29                                      ,19                            ,15       ,19       ,20
11   ,20  ,33                                      ,22                            ,17       ,22       ,20
12   ,20  ,35                                      ,23                            ,17       ,24       ,22
13   ,20  ,39                                      ,25                            ,18       ,24       ,25
14   ,22  ,40                                      ,25                            ,20       ,26       ,27
15   ,24  ,44                                      ,27                            ,20       ,27       ,27
16   ,26  ,47                                      ,28                            ,21       ,28       ,29
17   ,27  ,50                                      ,30                            ,23       ,31       ,29
18   ,29  ,52                                      ,33                            ,23       ,33       ,30
19   ,29  ,57                                      ,35                            ,28       ,35       ,31
20   ,31  ,61                                      ,35                            ,28       ,35       ,33
21   ,33  ,65                                      ,37                            ,29       ,38       ,33
22   ,34  ,66                                      ,38                            ,32       ,39       ,35
23   ,35  ,70                                      ,41                            ,32       ,40       ,35
24   ,36  ,73                                      ,42                            ,33       ,42       ,37
25   ,38  ,77                                      ,43                            ,35       ,44       ,38
26   ,40  ,81                                      ,45                            ,36       ,44       ,39
27   ,42  ,84                                      ,45                            ,38       ,45       ,41
28   ,42  ,86                                      ,47                            ,39       ,49       ,43
29   ,42  ,89                                      ,50                            ,41       ,49       ,43
30   ,46  ,91                                      ,52                            ,45       ,49       ,45
31   ,47  ,94                                      ,54                            ,45       ,52       ,45
32   ,47  ,98                                      ,55                            ,47       ,55       ,47
33   ,48  ,102                                     ,57                            ,47       ,55       ,47
34   ,50  ,103                                     ,57                            ,47       ,57       ,48
35   ,53  ,108                                     ,60                            ,50       ,57       ,50
36   ,53  ,109                                     ,62                            ,51       ,58       ,52
37   ,53  ,113                                     ,64                            ,54       ,60       ,56
38   ,55  ,114                                     ,65                            ,56       ,61       ,56
39   ,56  ,119                                     ,67                            ,57       ,63       ,56
40   ,58  ,120                                     ,69                            ,58       ,66       ,59
41   ,63  ,124                                     ,71                            ,63       ,67       ,62
42   ,63  ,126                                     ,73                            ,63       ,70       ,62
43   ,63  ,130                                     ,75                            ,63       ,71       ,62
44   ,63  ,133                                     ,77                            ,64       ,72       ,62
45   ,64  ,135                                     ,77                            ,66       ,75       ,64
46   ,67  ,137                                     ,79                            ,68       ,75       ,69
47   ,71  ,141                                     ,80                            ,70       ,78       ,69
48   ,71  ,143                                     ,83                            ,72       ,78       ,69
49   ,71  ,146                                     ,85                            ,72       ,80       ,72
50   ,73  ,148                                     ,86                            ,74       ,81       ,76
51   ,75  ,151                                     ,87                            ,77       ,85       ,76
52   ,76  ,155                                     ,88                            ,77       ,85       ,79
53   ,77  ,157                                     ,90                            ,79       ,87       ,79
54   ,81  ,161                                     ,91                            ,81       ,90       ,83
55   ,81  ,164                                     ,93                            ,81       ,92       ,83
56   ,81  ,168                                     ,94                            ,81       ,93       ,83
57   ,82  ,170                                     ,96                            ,84       ,95       ,85
58   ,83  ,172                                     ,97                            ,86       ,96       ,87
59   ,85  ,175                                     ,99                            ,86       ,97       ,88
60   ,88  ,177                                     ,99                            ,87       ,99       ,88
61   ,88  ,181                                     ,102                           ,90       ,102      ,90
62   ,90  ,182                                     ,102                           ,91       ,102      ,95
63   ,90  ,187                                     ,104                           ,95       ,105      ,97
64   ,92  ,188                                     ,105                           ,95       ,105      ,97
65   ,93  ,191                                     ,108                           ,95       ,105      ,97
66   ,94  ,193                                     ,108                           ,97       ,108      ,98
67   ,96  ,195                                     ,110                           ,97       ,109      ,100
68   ,96  ,197                                     ,110                           ,100      ,111      ,103
69   ,100 ,199                                     ,113                           ,100      ,112      ,106
70   ,100 ,203                                     ,114                           ,100      ,113      ,106
71   ,100 ,205                                     ,116                           ,102      ,116      ,109
72   ,103 ,209                                     ,116                           ,103      ,117      ,111
73   ,103 ,211                                     ,120                           ,105      ,120      ,114
74   ,105 ,215                                     ,120                           ,108      ,120      ,114
75   ,107 ,217                                     ,122                           ,109      ,122      ,115
76   ,109 ,221                                     ,123                           ,112      ,124      ,117
77   ,111 ,222                                     ,125                           ,112      ,126      ,119
78   ,111 ,224                                     ,127                           ,115      ,128      ,122
79   ,111 ,228                                     ,128                           ,115      ,130      ,122
80   ,113 ,232                                     ,131                           ,117      ,132      ,122
81   ,114 ,236                                     ,131                           ,117      ,134      ,125
82   ,117 ,238                                     ,133                           ,118      ,137      ,126
83   ,120 ,241                                     ,134                           ,120      ,138      ,128
84   ,121 ,245                                     ,135                           ,124      ,139      ,131
85   ,122 ,248                                     ,136                           ,124      ,143      ,132
86   ,124 ,252                                     ,138                           ,124      ,143      ,132
87   ,127 ,254                                     ,141                           ,127      ,145      ,135
88   ,127 ,258                                     ,143                           ,128      ,145      ,139
89   ,129 ,261                                     ,144                           ,130      ,145      ,141
90   ,130 ,263                                     ,146                           ,130      ,147      ,142
91   ,132 ,267                                     ,148                           ,132      ,149      ,144
92   ,133 ,270                                     ,149                           ,132      ,151      ,145
93   ,135 ,273                                     ,151                           ,136      ,155      ,147
94   ,139 ,275                                     ,153                           ,136      ,155      ,147
95   ,139 ,280                                     ,154                           ,138      ,155      ,147
96   ,139 ,283                                     ,156                           ,139      ,157      ,149
97   ,140 ,286                                     ,156                           ,144      ,160      ,151
98   ,144 ,288                                     ,158                           ,144      ,160      ,153
99   ,147 ,293                                     ,159                           ,144      ,162      ,153
100  ,147 ,294                                     ,161                           ,147      ,163      ,156
101  ,147 ,296                                     ,161                           ,149      ,168      ,156
102  ,151 ,298                                     ,164                           ,151      ,168      ,158
103  ,153 ,300                                     ,167                           ,152      ,168      ,160
104  ,153 ,303                                     ,168                           ,153      ,171      ,161
105  ,153 ,305                                     ,170                           ,155      ,174      ,165
106  ,153 ,309                                     ,171                           ,156      ,175      ,166
107  ,156 ,310                                     ,173                           ,158      ,177      ,166
108  ,156 ,314                                     ,173                           ,159      ,180      ,168
109  ,159 ,318                                     ,176                           ,160      ,184      ,171
110  ,159 ,319                                     ,176                           ,163      ,185      ,176
111  ,161 ,323                                     ,179                           ,163      ,185      ,177
112  ,164 ,326                                     ,180                           ,164      ,187      ,178
113  ,164 ,328                                     ,182                           ,166      ,188      ,180
114  ,166 ,332                                     ,182                           ,167      ,193      ,180
115  ,167 ,333                                     ,184                           ,168      ,193      ,183
116  ,169 ,335                                     ,185                           ,169      ,193      ,186
117  ,169 ,339                                     ,187                           ,170      ,196      ,188
